wort,kategorie,genus,artikel,plural,englisch,basisform,praeteritum,partizip_ii,hinweis
schlecht,Adjektiv,,,,,,,,
schmal,Adjektiv,,,,,,,,
schmutzig,Adjektiv,,,,,,,,
schnell,Adjektiv,,,,,,,,
schwach,Adjektiv,,,,,,,,
schwer,Adjektiv,,,,,,,,
schwierig,Adjektiv,,,,,,,,
schön,Adjektiv,,,,,,,,
selten,Adjektiv,,,,,,,,
seriös,Adjektiv,,,,,,,,
sicher,Adjektiv,,,,,,,,
spitz,Adjektiv,,,,,,,,
spät,Adjektiv,,,,,,,,
stabil,Adjektiv,,,,,,,,
stark,Adjektiv,,,,,,,,
starr,Adjektiv,,,,,,,,
streng,Adjektiv,,,,,,,,
stumpf,Adjektiv,,,,,,,,
subjektiv,Adjektiv,,,,,,,,
süß,Adjektiv,,,,,,,,
teuer,Adjektiv,,,,,,,,
tief,Adjektiv,,,,,,,,
transparent,Adjektiv,,,,,,,,
traurig,Adjektiv,,,,,,,,
trocken,Adjektiv,,,,,,,,
typisch,Adjektiv,,,,,,,,
unaktiv,Adjektiv,,,,,,,,
unaltmodisch,Adjektiv,,,,,,,,
unbesetzt,Adjektiv,,,,,,,,
unbillig,Adjektiv,,,,,,,,
unbitter,Adjektiv,,,,,,,,
unbreit,Adjektiv,,,,,,,,
unbunt,Adjektiv,,,,,,,,
undumm,Adjektiv,,,,,,,,
undunkel,Adjektiv,,,,,,,,
unedel,Adjektiv,,,,,,,,
uneinfach,Adjektiv,,,,,,,,
uneinzigartig,Adjektiv,,,,,,,,
unfalsch,Adjektiv,,,,,,,,
unfarblos,Adjektiv,,,,,,,,
unfern,Adjektiv,,,,,,,,
unflexibel,Adjektiv,,,,,,,,
unfragil,Adjektiv,,,,,,,,
unfrei,Adjektiv,,,,,,,,
unfreundlich,Adjektiv,,,,,,,,
unfröhlich,Adjektiv,,,,,,,,
unfrüh,Adjektiv,,,,,,,,
ungeduldig,Adjektiv,,,,,,,,
ungefährlich,Adjektiv,,,,,,,,
ungemein,Adjektiv,,,,,,,,
ungeschlossen,Adjektiv,,,,,,,,
ungesund,Adjektiv,,,,,,,,
ungewöhnlich,Adjektiv,,,,,,,,
unglatt,Adjektiv,,,,,,,,
unglänzend,Adjektiv,,,,,,,,
ungroß,Adjektiv,,,,,,,,
unhart,Adjektiv,,,,,,,,
unheikel,Adjektiv,,,,,,,,
unheiß,Adjektiv,,,,,,,,
unhektisch,Adjektiv,,,,,,,,
unhell,Adjektiv,,,,,,,,
unhoch,Adjektiv,,,,,,,,
unhässlich,Adjektiv,,,,,,,,
unhäufig,Adjektiv,,,,,,,,
unhöflich,Adjektiv,,,,,,,,
unidealistisch,Adjektiv,,,,,,,,
uninflexibel,Adjektiv,,,,,,,,
uninstabil,Adjektiv,,,,,,,,
unkalt,Adjektiv,,,,,,,,
unklar,Adjektiv,,,,,,,,
unklein,Adjektiv,,,,,,,,
unklug,Adjektiv,,,,,,,,
unkomplex,Adjektiv,,,,,,,,
unkrank,Adjektiv,,,,,,,,
unkreativ,Adjektiv,,,,,,,,
unkurz,Adjektiv,,,,,,,,
unkühl,Adjektiv,,,,,,,,
unlang,Adjektiv,,,,,,,,
unlangsam,Adjektiv,,,,,,,,
unlaut,Adjektiv,,,,,,,,
unlebendig,Adjektiv,,,,,,,,
unleicht,Adjektiv,,,,,,,,
unleise,Adjektiv,,,,,,,,
unlocker,Adjektiv,,,,,,,,
unmassiv,Adjektiv,,,,,,,,
unmild,Adjektiv,,,,,,,,
unmodern,Adjektiv,,,,,,,,
unmöglich,Adjektiv,,,,,,,,
unmüde,Adjektiv,,,,,,,,
unnass,Adjektiv,,,,,,,,
unnervös,Adjektiv,,,,,,,,
unnett,Adjektiv,,,,,,,,
unneutral,Adjektiv,,,,,,,,
unnutzlos,Adjektiv,,,,,,,,
unnützlich,Adjektiv,,,,,,,,
unobjektiv,Adjektiv,,,,,,,,
unoffen,Adjektiv,,,,,,,,
unopak,Adjektiv,,,,,,,,
unoptimistisch,Adjektiv,,,,,,,,
unparteiisch,Adjektiv,,,,,,,,
unpassiv,Adjektiv,,,,,,,,
unperipher,Adjektiv,,,,,,,,
unpessimistisch,Adjektiv,,,,,,,,
unpraktisch,Adjektiv,,,,,,,,
unrealistisch,Adjektiv,,,,,,,,
unreich,Adjektiv,,,,,,,,
unrichtig,Adjektiv,,,,,,,,
unrobust,Adjektiv,,,,,,,,
unruhig,Adjektiv,,,,,,,,
unsaftig,Adjektiv,,,,,,,,
unsalzig,Adjektiv,,,,,,,,
unsauber,Adjektiv,,,,,,,,
unsauer,Adjektiv,,,,,,,,
unscharf,Adjektiv,,,,,,,,
unschlecht,Adjektiv,,,,,,,,
unschmal,Adjektiv,,,,,,,,
unschmutzig,Adjektiv,,,,,,,,
unschnell,Adjektiv,,,,,,,,
unschwach,Adjektiv,,,,,,,,
unschwer,Adjektiv,,,,,,,,
unschwierig,Adjektiv,,,,,,,,
unschön,Adjektiv,,,,,,,,
unselten,Adjektiv,,,,,,,,
unseriös,Adjektiv,,,,,,,,
unsicher,Adjektiv,,,,,,,,
unspitz,Adjektiv,,,,,,,,
unspät,Adjektiv,,,,,,,,
unstabil,Adjektiv,,,,,,,,
unstark,Adjektiv,,,,,,,,
unstarr,Adjektiv,,,,,,,,
unstreng,Adjektiv,,,,,,,,
unstumpf,Adjektiv,,,,,,,,
unsubjektiv,Adjektiv,,,,,,,,
unteuer,Adjektiv,,,,,,,,
untief,Adjektiv,,,,,,,,
untransparent,Adjektiv,,,,,,,,
untraurig,Adjektiv,,,,,,,,
untrocken,Adjektiv,,,,,,,,
untypisch,Adjektiv,,,,,,,,
unvielfältig,Adjektiv,,,,,,,,
unwarm,Adjektiv,,,,,,,,
unweich,Adjektiv,,,,,,,,
unwichtig,Adjektiv,,,,,,,,
unzentral,Adjektiv,,,,,,,,
vielfältig,Adjektiv,,,,,,,,
warm,Adjektiv,,,,,,,,
weich,Adjektiv,,,,,,,,
wichtig,Adjektiv,,,,,,,,
zentral,Adjektiv,,,,,,,,
Alexander,Männername,,,,,,,,
Maximilian,Männername,,,,,,,,
Felix,Männername,,,,,,,,
Lukas,Männername,,,,,,,,
Leon,Männername,,,,,,,,
Paul,Männername,,,,,,,,
Jonas,Männername,,,,,,,,
Tim,Männername,,,,,,,,
Noah,Männername,,,,,,,,
Elias,Männername,,,,,,,,
David,Männername,,,,,,,,
Daniel,Männername,,,,,,,,
Jan,Männername,,,,,,,,
Philipp,Männername,,,,,,,,
Niklas,Männername,,,,,,,,
Sebastian,Männername,,,,,,,,
Benjamin,Männername,,,,,,,,
Martin,Männername,,,,,,,,
Thomas,Männername,,,,,,,,
Michael,Männername,,,,,,,,
Andreas,Männername,,,,,,,,
Christian,Männername,,,,,,,,
Peter,Männername,,,,,,,,
Johannes,Männername,,,,,,,,
Oliver,Männername,,,,,,,,
Robert,Männername,,,,,,,,
Stefan,Männername,,,,,,,,
Florian,Männername,,,,,,,,
Patrick,Männername,,,,,,,,
Marcel,Männername,,,,,,,,
Kevin,Männername,,,,,,,,
Dominik,Männername,,,,,,,,
Simon,Männername,,,,,,,,
Julian,Männername,,,,,,,,
Tobias,Männername,,,,,,,,
Marco,Männername,,,,,,,,
Sven,Männername,,,,,,,,
Kai,Männername,,,,,,,,
Finn,Männername,,,,,,,,
Luca,Männername,,,,,,,,
Tom,Männername,,,,,,,,
Matteo,Männername,,,,,,,,
Moritz,Männername,,,,,,,,
Anton,Männername,,,,,,,,
Fabian,Männername,,,,,,,,
Joshua,Männername,,,,,,,,
Kilian,Männername,,,,,,,,
Pascal,Männername,,,,,,,,
René,Männername,,,,,,,,
Ralf,Männername,,,,,,,,
Uwe,Männername,,,,,,,,
Jürgen,Männername,,,,,,,,
Dieter,Männername,,,,,,,,
Karl,Männername,,,,,,,,
Heinz,Männername,,,,,,,,
Frank,Männername,,,,,,,,
Holger,Männername,,,,,,,,
Bernd,Männername,,,,,,,,
Dirk,Männername,,,,,,,,
Volker,Männername,,,,,,,,
Rainer,Männername,,,,,,,,
Georg,Männername,,,,,,,,
Markus,Männername,,,,,,,,
Matthias,Männername,,,,,,,,
Carsten,Männername,,,,,,,,
Björn,Männername,,,,,,,,
Heiko,Männername,,,,,,,,
Gerd,Männername,,,,,,,,
Ludwig,Männername,,,,,,,,
Theo,Männername,,,,,,,,
Timo,Männername,,,,,,,,
Nils,Männername,,,,,,,,
Arne,Männername,,,,,,,,
Malte,Männername,,,,,,,,
Hannes,Männername,,,,,,,,
Henrik,Männername,,,,,,,,
Cornelius,Männername,,,,,,,,
Konstantin,Männername,,,,,,,,
Christoph,Männername,,,,,,,,
Manuel,Männername,,,,,,,,
Otto,Männername,,,,,,,,
Rudolf,Männername,,,,,,,,
Klaus,Männername,,,,,,,,
Hans,Männername,,,,,,,,
Fritz,Männername,,,,,,,,
Albert,Männername,,,,,,,,
Walter,Männername,,,,,,,,
Leo,Männername,,,,,,,,
Oskar,Männername,,,,,,,,
Emil,Männername,,,,,,,,
Ferdinand,Männername,,,,,,,,
Johann,Männername,,,,,,,,
Nikolaus,Männername,,,,,,,,
Aaron,Männername,,,,,,,,
Adrian,Männername,,,,,,,,
Benedikt,Männername,,,,,,,,
Caspar,Männername,,,,,,,,
Damian,Männername,,,,,,,,
Erik,Männername,,,,,,,,
Falk,Männername,,,,,,,,
Gideon,Männername,,,,,,,,
Henry,Männername,,,,,,,,
Ilias,Männername,,,,,,,,
Jakob,Männername,,,,,,,,
Kasper,Männername,,,,,,,,
Linus,Männername,,,,,,,,
Marius,Männername,,,,,,,,
Nathan,Männername,,,,,,,,
Olivier,Männername,,,,,,,,
Quentin,Männername,,,,,,,,
Raphael,Männername,,,,,,,,
Samuel,Männername,,,,,,,,
Thilo,Männername,,,,,,,,
Ulrich,Männername,,,,,,,,
Vincent,Männername,,,,,,,,
Wolfgang,Männername,,,,,,,,
Yannick,Männername,,,,,,,,
Zacharias,Männername,,,,,,,,
Bruno,Männername,,,,,,,,
Hugo,Männername,,,,,,,,
Peer,Männername,,,,,,,,
Till,Männername,,,,,,,,
Levin,Männername,,,,,,,,
Justus,Männername,,,,,,,,
Magnus,Männername,,,,,,,,
Valentin,Männername,,,,,,,,
Quirin,Männername,,,,,,,,
Severin,Männername,,,,,,,,
Fabio,Männername,,,,,,,,
Leandro,Männername,,,,,,,,
Mika,Männername,,,,,,,,
Jasper,Männername,,,,,,,,
Pepe,Männername,,,,,,,,
Lennard,Männername,,,,,,,,
Keno,Männername,,,,,,,,
Henning,Männername,,,,,,,,
Bastian,Männername,,,,,,,,
Gregor,Männername,,,,,,,,
Roman,Männername,,,,,,,,
Nico,Männername,,,,,,,,
Rico,Männername,,,,,,,,
Mirko,Männername,,,,,,,,
Jörn,Männername,,,,,,,,
Torben,Männername,,,,,,,,
Torge,Männername,,,,,,,,
Birk,Männername,,,,,,,,
Gunnar,Männername,,,,,,,,
Sönke,Männername,,,,,,,,
Helge,Männername,,,,,,,,
Enno,Männername,,,,,,,,
Hendrik,Männername,,,,,,,,
Frederik,Männername,,,,,,,,
Arvid,Männername,,,,,,,,
Jannis,Männername,,,,,,,,
Kjell,Männername,,,,,,,,
Tjark,Männername,,,,,,,,
Ole,Männername,,,,,,,,
Bent,Männername,,,,,,,,
Kalle,Männername,,,,,,,,
Hauke,Männername,,,,,,,,
Klaas,Männername,,,,,,,,
Franz,Männername,,,,,,,,
Konrad,Männername,,,,,,,,
Friedrich,Männername,,,,,,,,
Götz,Männername,,,,,,,,
Gunther,Männername,,,,,,,,
Berthold,Männername,,,,,,,,
Anna,Frauenname,,,,,,,,
Maria,Frauenname,,,,,,,,
Emilia,Frauenname,,,,,,,,
Mia,Frauenname,,,,,,,,
Lea,Frauenname,,,,,,,,
Lena,Frauenname,,,,,,,,
Julia,Frauenname,,,,,,,,
Laura,Frauenname,,,,,,,,
Sarah,Frauenname,,,,,,,,
Sophie,Frauenname,,,,,,,,
Johanna,Frauenname,,,,,,,,
Clara,Frauenname,,,,,,,,
Emma,Frauenname,,,,,,,,
Marie,Frauenname,,,,,,,,
Lisa,Frauenname,,,,,,,,
Lina,Frauenname,,,,,,,,
Hannah,Frauenname,,,,,,,,
Jana,Frauenname,,,,,,,,
Nicole,Frauenname,,,,,,,,
Katharina,Frauenname,,,,,,,,
Carolin,Frauenname,,,,,,,,
Caroline,Frauenname,,,,,,,,
Carina,Frauenname,,,,,,,,
Christina,Frauenname,,,,,,,,
Christine,Frauenname,,,,,,,,
Susanne,Frauenname,,,,,,,,
Sandra,Frauenname,,,,,,,,
Anja,Frauenname,,,,,,,,
Heike,Frauenname,,,,,,,,
Monika,Frauenname,,,,,,,,
Petra,Frauenname,,,,,,,,
Sabine,Frauenname,,,,,,,,
Nina,Frauenname,,,,,,,,
Nadine,Frauenname,,,,,,,,
Daniela,Frauenname,,,,,,,,
Franziska,Frauenname,,,,,,,,
Theresa,Frauenname,,,,,,,,
Marlene,Frauenname,,,,,,,,
Paula,Frauenname,,,,,,,,
Luisa,Frauenname,,,,,,,,
Helena,Frauenname,,,,,,,,
Maja,Frauenname,,,,,,,,
Martha,Frauenname,,,,,,,,
Greta,Frauenname,,,,,,,,
Isabell,Frauenname,,,,,,,,
Isabelle,Frauenname,,,,,,,,
Charlotte,Frauenname,,,,,,,,
Amelie,Frauenname,,,,,,,,
Eva,Frauenname,,,,,,,,
Tina,Frauenname,,,,,,,,
Ute,Frauenname,,,,,,,,
Silke,Frauenname,,,,,,,,
Gabriele,Frauenname,,,,,,,,
Birgit,Frauenname,,,,,,,,
Kerstin,Frauenname,,,,,,,,
Ingrid,Frauenname,,,,,,,,
Angelika,Frauenname,,,,,,,,
Renate,Frauenname,,,,,,,,
Brigitte,Frauenname,,,,,,,,
Saskia,Frauenname,,,,,,,,
Tanja,Frauenname,,,,,,,,
Yvonne,Frauenname,,,,,,,,
Anita,Frauenname,,,,,,,,
Sina,Frauenname,,,,,,,,
Sabrina,Frauenname,,,,,,,,
Melanie,Frauenname,,,,,,,,
Martina,Frauenname,,,,,,,,
Claudia,Frauenname,,,,,,,,
Katrin,Frauenname,,,,,,,,
Ilona,Frauenname,,,,,,,,
Kira,Frauenname,,,,,,,,
Miriam,Frauenname,,,,,,,,
Rebecca,Frauenname,,,,,,,,
Stefanie,Frauenname,,,,,,,,
Ulrike,Frauenname,,,,,,,,
Hildegard,Frauenname,,,,,,,,
Annika,Frauenname,,,,,,,,
Antonia,Frauenname,,,,,,,,
Carla,Frauenname,,,,,,,,
Elisa,Frauenname,,,,,,,,
Elisabeth,Frauenname,,,,,,,,
Nora,Frauenname,,,,,,,,
Ronja,Frauenname,,,,,,,,
Selina,Frauenname,,,,,,,,
Verena,Frauenname,,,,,,,,
Agnes,Frauenname,,,,,,,,
Lotte,Frauenname,,,,,,,,
Ida,Frauenname,,,,,,,,
Frieda,Frauenname,,,,,,,,
Marlies,Frauenname,,,,,,,,
Grete,Frauenname,,,,,,,,
Helene,Frauenname,,,,,,,,
Adele,Frauenname,,,,,,,,
Lilly,Frauenname,,,,,,,,
Ella,Frauenname,,,,,,,,
Alina,Frauenname,,,,,,,,
Pia,Frauenname,,,,,,,,
Mila,Frauenname,,,,,,,,
Lia,Frauenname,,,,,,,,
Zoe,Frauenname,,,,,,,,
Nele,Frauenname,,,,,,,,
Merle,Frauenname,,,,,,,,
Mareike,Frauenname,,,,,,,,
Svea,Frauenname,,,,,,,,
Fenja,Frauenname,,,,,,,,
Tabea,Frauenname,,,,,,,,
Mareen,Frauenname,,,,,,,,
Britta,Frauenname,,,,,,,,
Wiebke,Frauenname,,,,,,,,
Neele,Frauenname,,,,,,,,
Elena,Frauenname,,,,,,,,
Mira,Frauenname,,,,,,,,
Mona,Frauenname,,,,,,,,
Selma,Frauenname,,,,,,,,
Yara,Frauenname,,,,,,,,
Ayla,Frauenname,,,,,,,,
Leyla,Frauenname,,,,,,,,
Sila,Frauenname,,,,,,,,
Dilara,Frauenname,,,,,,,,
Derya,Frauenname,,,,,,,,
Aylin,Frauenname,,,,,,,,
Aisha,Frauenname,,,,,,,,
Sofia,Frauenname,,,,,,,,
Giulia,Frauenname,,,,,,,,
Chiara,Frauenname,,,,,,,,
Kaninchen,Substantiv,,,,,,,,
Hamster,Substantiv,,,,,,,,
Meerschweinchen,Substantiv,,,,,,,,
Pferd,Substantiv,,,,,,,,
Kuh,Substantiv,,,,,,,,
Schaf,Substantiv,,,,,,,,
Ziege,Substantiv,,,,,,,,
Schwein,Substantiv,,,,,,,,
Huhn,Substantiv,,,,,,,,
Hahn,Substantiv,,,,,,,,
Gans,Substantiv,,,,,,,,
Ente,Substantiv,,,,,,,,
Truthahn,Substantiv,,,,,,,,
Taube,Substantiv,,,,,,,,
Spatz,Substantiv,,,,,,,,
Amsel,Substantiv,,,,,,,,
Drossel,Substantiv,,,,,,,,
Rotkehlchen,Substantiv,,,,,,,,
Fink,Substantiv,,,,,,,,
Storch,Substantiv,,,,,,,,
Kranich,Substantiv,,,,,,,,
Schwan,Substantiv,,,,,,,,
Möwe,Substantiv,,,,,,,,
Rabe,Substantiv,,,,,,,,
Krähe,Substantiv,,,,,,,,
Adler,Substantiv,,,,,,,,
Falke,Substantiv,,,,,,,,
Eule,Substantiv,,,,,,,,
Uhu,Substantiv,,,,,,,,
Fledermaus,Substantiv,,,,,,,,
Fuchs,Substantiv,,,,,,,,
Wolf,Substantiv,,,,,,,,
Bär,Substantiv,,,,,,,,
Dachs,Substantiv,,,,,,,,
Igel,Substantiv,,,,,,,,
Marder,Substantiv,,,,,,,,
Otter,Substantiv,,,,,,,,
Biber,Substantiv,,,,,,,,
Hirsch,Substantiv,,,,,,,,
Reh,Substantiv,,,,,,,,
Elch,Substantiv,,,,,,,,
Wildschwein,Substantiv,,,,,,,,
Hase,Substantiv,,,,,,,,
Maulwurf,Substantiv,,,,,,,,
Eichhörnchen,Substantiv,,,,,,,,
Waschbär,Substantiv,,,,,,,,
Luchs,Substantiv,,,,,,,,
Leopard,Substantiv,,,,,,,,
Gepard,Substantiv,,,,,,,,
Tiger,Substantiv,,,,,,,,
Löwe,Substantiv,,,,,,,,
Panther,Substantiv,,,,,,,,
Gorilla,Substantiv,,,,,,,,
Schimpanse,Substantiv,,,,,,,,
Orang-Utan,Substantiv,,,,,,,,
Pavian,Substantiv,,,,,,,,
Panda,Substantiv,,,,,,,,
Koala,Substantiv,,,,,,,,
Känguru,Substantiv,,,,,,,,
Opossum,Substantiv,,,,,,,,
Wal,Substantiv,,,,,,,,
Delfin,Substantiv,,,,,,,,
Tümmler,Substantiv,,,,,,,,
Hai,Substantiv,,,,,,,,
Rochen,Substantiv,,,,,,,,
Qualle,Substantiv,,,,,,,,
Krake,Substantiv,,,,,,,,
Tintenfisch,Substantiv,,,,,,,,
Hering,Substantiv,,,,,,,,
Dorsch,Substantiv,,,,,,,,
Kabeljau,Substantiv,,,,,,,,
Lachs,Substantiv,,,,,,,,
Forelle,Substantiv,,,,,,,,
Karpfen,Substantiv,,,,,,,,
Zander,Substantiv,,,,,,,,
Hecht,Substantiv,,,,,,,,
Aal,Substantiv,,,,,,,,
Barsch,Substantiv,,,,,,,,
Thunfisch,Substantiv,,,,,,,,
Makrele,Substantiv,,,,,,,,
Sardine,Substantiv,,,,,,,,
Seepferdchen,Substantiv,,,,,,,,
Seehund,Substantiv,,,,,,,,
Seelöwe,Substantiv,,,,,,,,
Walross,Substantiv,,,,,,,,
Pinguin,Substantiv,,,,,,,,
Eisbär,Substantiv,,,,,,,,
Robbe,Substantiv,,,,,,,,
Kamel,Substantiv,,,,,,,,
Dromedar,Substantiv,,,,,,,,
Lama,Substantiv,,,,,,,,
Alpaka,Substantiv,,,,,,,,
Esel,Substantiv,,,,,,,,
Maultier,Substantiv,,,,,,,,
Zebra,Substantiv,,,,,,,,
Giraffe,Substantiv,,,,,,,,
Nashorn,Substantiv,,,,,,,,
Flusspferd,Substantiv,,,,,,,,
Elefant,Substantiv,,,,,,,,
Antilope,Substantiv,,,,,,,,
Gazelle,Substantiv,,,,,,,,
Büffel,Substantiv,,,,,,,,
Yak,Substantiv,,,,,,,,
Bisam,Substantiv,,,,,,,,
Murmel,Substantiv,,,,,,,,
Lemming,Substantiv,,,,,,,,
Wiesel,Substantiv,,,,,,,,
Hermelin,Substantiv,,,,,,,,
Iltis,Substantiv,,,,,,,,
Hyäne,Substantiv,,,,,,,,
Schakal,Substantiv,,,,,,,,
Fennek,Substantiv,,,,,,,,
Dingo,Substantiv,,,,,,,,
Strauß,Substantiv,,,,,,,,
Emu,Substantiv,,,,,,,,
Kiwivogel,Substantiv,,,,,,,,
Kakadu,Substantiv,,,,,,,,
Papagei,Substantiv,,,,,,,,
Ara,Substantiv,,,,,,,,
Kolibri,Substantiv,,,,,,,,
Specht,Substantiv,,,,,,,,
Kuckuck,Substantiv,,,,,,,,
Kormoran,Substantiv,,,,,,,,
Pelikan,Substantiv,,,,,,,,
Seeadler,Substantiv,,,,,,,,
Geier,Substantiv,,,,,,,,
Habicht,Substantiv,,,,,,,,
Milan,Substantiv,,,,,,,,
Mauersegler,Substantiv,,,,,,,,
Schwalbe,Substantiv,,,,,,,,
Schneehuhn,Substantiv,,,,,,,,
Auerhahn,Substantiv,,,,,,,,
Birkhuhn,Substantiv,,,,,,,,
Rebhuhn,Substantiv,,,,,,,,
Fasan,Substantiv,,,,,,,,
Perlhuhn,Substantiv,,,,,,,,
Pfau,Substantiv,,,,,,,,
Kobra,Substantiv,,,,,,,,
Python,Substantiv,,,,,,,,
Boa,Substantiv,,,,,,,,
Viper,Substantiv,,,,,,,,
Eidechse,Substantiv,,,,,,,,
Gecko,Substantiv,,,,,,,,
Leguan,Substantiv,,,,,,,,
Krokodil,Substantiv,,,,,,,,
Alligator,Substantiv,,,,,,,,
Schildkröte,Substantiv,,,,,,,,
Landschildkröte,Substantiv,,,,,,,,
Meeresschildkröte,Substantiv,,,,,,,,
Frosch,Substantiv,,,,,,,,
Kröte,Substantiv,,,,,,,,
Molch,Substantiv,,,,,,,,
Salamander,Substantiv,,,,,,,,
Biene,Substantiv,,,,,,,,
Wespe,Substantiv,,,,,,,,
Hornisse,Substantiv,,,,,,,,
Hummel,Substantiv,,,,,,,,
Ameise,Substantiv,,,,,,,,
Termite,Substantiv,,,,,,,,
Käfer,Substantiv,,,,,,,,
Marienkäfer,Substantiv,,,,,,,,
Schmetterling,Substantiv,,,,,,,,
Mottenfalter,Substantiv,,,,,,,,
Libelle,Substantiv,,,,,,,,
Mücke,Substantiv,,,,,,,,
Stechmücke,Substantiv,,,,,,,,
Fliege,Substantiv,,,,,,,,
Bremsen,Substantiv,,,,,,,,
Heuschrecke,Substantiv,,,,,,,,
Grille,Substantiv,,,,,,,,
Zikade,Substantiv,,,,,,,,
Assel,Substantiv,,,,,,,,
Spinne,Substantiv,,,,,,,,
Webspinne,Substantiv,,,,,,,,
Tarantel,Substantiv,,,,,,,,
Skorpion,Substantiv,,,,,,,,
Zecke,Substantiv,,,,,,,,
Floh,Substantiv,,,,,,,,
Läuse,Substantiv,,,,,,,,
Wanze,Substantiv,,,,,,,,
Krebs,Substantiv,,,,,,,,
Hummer,Substantiv,,,,,,,,
Garnele,Substantiv,,,,,,,,
Krabbe,Substantiv,,,,,,,,
Seestern,Substantiv,,,,,,,,
Seeigel,Substantiv,,,,,,,,
Pfleger,Substantiv,,,,,,,,
Pflegekraft,Substantiv,,,,,,,,
Hebamme,Substantiv,,,,,,,,
Physiotherapeut,Substantiv,,,,,,,,
Ergotherapeut,Substantiv,,,,,,,,
Zahnarzt,Substantiv,,,,,,,,
Zahnärztin,Substantiv,f,die,,,,,,
Apotheker,Substantiv,,,,,,,,
Apothekerin,Substantiv,,,,,,,,
Ingenieur,Substantiv,,,,,,,,
Ingenieurin,Substantiv,f,die,,,,,,
Architekt,Substantiv,,,,,,,,
Architektin,Substantiv,f,die,,,,,,
Bauarbeiter,Substantiv,,,,,,,,
Elektriker,Substantiv,,,,,,,,
Installateur,Substantiv,,,,,,,,
Schreiner,Substantiv,,,,,,,,
Tischler,Substantiv,,,,,,,,
Maler,Substantiv,,,,,,,,
Lackierer,Substantiv,,,,,,,,
Mechaniker,Substantiv,,,,,,,,
Mechatroniker,Substantiv,,,,,,,,
Kfz-Mechatroniker,Substantiv,,,,,,,,
Programmierer,Substantiv,,,,,,,,
Entwickler,Substantiv,,,,,,,,
Softwarearchitekt,Substantiv,,,,,,,,
Administrator,Substantiv,,,,,,,,
Datenbankadministrator,Substantiv,,,,,,,,
IT-Consultant,Substantiv,,,,,,,,
Projektmanager,Substantiv,,,,,,,,
Produktmanager,Substantiv,,,,,,,,
Designer,Substantiv,,,,,,,,
Grafiker,Substantiv,,,,,,,,
Fotograf,Substantiv,,,,,,,,
Redakteur,Substantiv,,,,,,,,
Journalist,Substantiv,,,,,,,,
Autor,Substantiv,,,,,,,,
Lektor,Substantiv,,,,,,,,
Professor,Substantiv,,,,,,,,
Professorin,Substantiv,f,die,,,,,,
Dozent,Substantiv,,,,,,,,
Dozentin,Substantiv,f,die,,,,,,
Forscher,Substantiv,,,,,,,,
Forscherin,Substantiv,,,,,,,,
Biologe,Substantiv,,,,,,,,
Chemiker,Substantiv,,,,,,,,
Physiker,Substantiv,,,,,,,,
Mathematiker,Substantiv,,,,,,,,
Statistiker,Substantiv,,,,,,,,
Analyst,Substantiv,,,,,,,,
Berater,Substantiv,,,,,,,,
Coach,Substantiv,,,,,,,,
Trainer,Substantiv,,,,,,,,
Verkäufer,Substantiv,,,,,,,,
Verkäuferin,Substantiv,,,,,,,,
Kaufmann,Substantiv,,,,,,,,
Kauffrau,Substantiv,,,,,,,,
Bürokaufmann,Substantiv,,,,,,,,
Bürokauffrau,Substantiv,,,,,,,,
Steuerberater,Substantiv,,,,,,,,
Rechtsanwalt,Substantiv,,,,,,,,
Richter,Substantiv,,,,,,,,
Notar,Substantiv,,,,,,,,
Polizist,Substantiv,,,,,,,,
Polizistin,Substantiv,f,die,,,,,,
Feuerwehrmann,Substantiv,,,,,,,,
Feuerwehrfrau,Substantiv,,,,,,,,
Soldat,Substantiv,,,,,,,,
Sanitäter,Substantiv,,,,,,,,
Pilot,Substantiv,,,,,,,,
Pilotin,Substantiv,f,die,,,,,,
Lokführer,Substantiv,,,,,,,,
Kapitän,Substantiv,,,,,,,,
Seemann,Substantiv,,,,,,,,
Fischer,Substantiv,,,,,,,,
Bäcker,Substantiv,,,,,,,,
Konditor,Substantiv,,,,,,,,
Koch,Substantiv,,,,,,,,
Köchin,Substantiv,f,die,,,,,,
Kellner,Substantiv,,,,,,,,
Kellnerin,Substantiv,,,,,,,,
Metzger,Substantiv,,,,,,,,
Gärtner,Substantiv,,,,,,,,
Landwirt,Substantiv,,,,,,,,
Winzer,Substantiv,,,,,,,,
Florist,Substantiv,,,,,,,,
Friseur,Substantiv,,,,,,,,
Friseurin,Substantiv,f,die,,,,,,
Kosmetikerin,Substantiv,,,,,,,,
Einzelhandelskaufmann,Substantiv,,,,,,,,
Einzelhandelskauffrau,Substantiv,,,,,,,,
Immobilienmakler,Substantiv,,,,,,,,
Hausmeister,Substantiv,,,,,,,,
Reiniger,Substantiv,,,,,,,,
Hauswirtschaftler,Substantiv,,,,,,,,
Logistiker,Substantiv,,,,,,,,
Lagerist,Substantiv,,,,,,,,
Spediteur,Substantiv,,,,,,,,
Fahrer,Substantiv,,,,,,,,
Kurrier,Substantiv,,,,,,,,
Zugbegleiter,Substantiv,,,,,,,,
Schaffner,Substantiv,,,,,,,,
Therapeut,Substantiv,,,,,,,,
Psychologe,Substantiv,,,,,,,,
Psychologin,Substantiv,f,die,,,,,,
Kriminologe,Substantiv,,,,,,,,
Sozialarbeiter,Substantiv,,,,,,,,
